as_of_date,collected_at,collection_window_id,chip_slug,n_total_sku_region,n_available_now,pct_available,n_providers_carrying,n_providers_with_any_availability,n_distinct_regions,per_gpu_dph_min,per_gpu_dph_p25,per_gpu_dph_p50,per_gpu_dph_p75,per_gpu_dph_p90,per_gpu_dph_max,cheapest_available_provider,cheapest_available_per_gpu_dph,median_boot_min_seconds,median_boot_max_seconds,methodology_version
2026-06-19,2026-06-19T11:08:29.806865+00:00,2026-06-19-0600,a100-sxm-80gb,49,15,0.30612244897959184,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-19,2026-06-19T15:55:42.540278+00:00,2026-06-19-1000,a100-sxm-80gb,49,15,0.30612244897959184,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-19,2026-06-19T20:24:19.786350+00:00,2026-06-19-1400,a100-sxm-80gb,49,10,0.20408163265306123,6,5,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-20,2026-06-20T05:01:13.596254+00:00,2026-06-19-1800,a100-sxm-80gb,49,16,0.32653061224489793,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-20,2026-06-20T09:54:27.904438+00:00,2026-06-19-1800,a100-sxm-80gb,49,16,0.32653061224489793,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-20,2026-06-20T14:59:33.751136+00:00,2026-06-20-0600,a100-sxm-80gb,49,16,0.32653061224489793,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-20,2026-06-20T20:08:40.302528+00:00,2026-06-20-1400,a100-sxm-80gb,49,15,0.30612244897959184,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-21,2026-06-21T05:31:09.733179+00:00,2026-06-20-1800,a100-sxm-80gb,49,15,0.30612244897959184,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-21,2026-06-21T10:23:13.576773+00:00,2026-06-20-1800,a100-sxm-80gb,49,17,0.3469387755102041,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-21,2026-06-21T15:05:29.882089+00:00,2026-06-21-1000,a100-sxm-80gb,49,16,0.32653061224489793,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-21,2026-06-21T20:20:49.920438+00:00,2026-06-21-1400,a100-sxm-80gb,49,14,0.2857142857142857,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-22,2026-06-22T06:13:32.615019+00:00,2026-06-21-1800,a100-sxm-80gb,49,15,0.30612244897959184,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-22,2026-06-22T12:39:41.780819+00:00,2026-06-22-0600,a100-sxm-80gb,49,15,0.30612244897959184,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-22,2026-06-22T17:20:07.971631+00:00,2026-06-22-1000,a100-sxm-80gb,49,13,0.2653061224489796,6,4,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-22,2026-06-22T21:28:14.175047+00:00,2026-06-22-1400,a100-sxm-80gb,49,12,0.24489795918367346,6,4,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-22,2026-06-23T04:48:23.416203+00:00,2026-06-22-1800,a100-sxm-80gb,49,12,0.24489795918367346,6,4,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-23,2026-06-23T10:24:51.461859+00:00,2026-06-22-1800,a100-sxm-80gb,49,10,0.20408163265306123,6,4,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-23,2026-06-23T15:41:37.748801+00:00,2026-06-23-1000,a100-sxm-80gb,49,9,0.1836734693877551,6,4,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-23,2026-06-23T20:57:14.989636+00:00,2026-06-23-1400,a100-sxm-80gb,49,13,0.2653061224489796,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-23,2026-06-24T04:55:22.079999+00:00,2026-06-23-1800,a100-sxm-80gb,49,16,0.32653061224489793,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-24,2026-06-24T10:05:21.078038+00:00,2026-06-23-1800,a100-sxm-80gb,49,14,0.2857142857142857,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-24,2026-06-24T15:27:18.627565+00:00,2026-06-24-1000,a100-sxm-80gb,49,7,0.14285714285714285,6,4,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
2026-06-24,2026-06-24T20:27:46.536884+00:00,2026-06-24-1400,a100-sxm-80gb,49,10,0.20408163265306123,6,6,23,1.38,1.38,1.8575,3.0,3.24,3.28,Massed Compute,1.38,180.0,540.0,v2.0.0
