as_of_date,scope,n_sources,n_sources_8x,stockout_any_mean,stockout_any_min,stockout_any_max,stockout_8x_mean,n_cycles_median,methodology_version
2026-06-09,global,10,5,0.3143,0.0,1.0,0.3143,7,v2.0.0
2026-06-09,tier:T1,3,3,0.381,0.0,1.0,0.381,7,v2.0.0
2026-06-09,tier:T2,2,2,0.0,0.0,0.0,0.2143,7,v2.0.0
2026-06-09,tier:T3,3,0,0.3333,0.0,1.0,,7,v2.0.0
2026-06-10,geo:EU,4,2,0.5,0.0,1.0,0.5,7,v2.0.0
2026-06-10,geo:US,8,5,0.4643,0.0,1.0,0.4286,7,v2.0.0
2026-06-10,global,10,5,0.2857,0.0,1.0,0.2286,7,v2.0.0
2026-06-10,tier:T1,3,3,0.3333,0.0,1.0,0.3333,7,v2.0.0
2026-06-10,tier:T2,2,2,0.0714,0.0,0.1429,0.0714,7,v2.0.0
2026-06-10,tier:T3,3,0,0.2381,0.0,0.5714,,7,v2.0.0
2026-06-11,geo:EU,4,2,0.5,0.0,1.0,0.5,7,v2.0.0
2026-06-11,geo:US,8,5,0.5179,0.0,1.0,0.6286,7,v2.0.0
2026-06-11,global,10,5,0.3143,0.0,1.0,0.4286,7,v2.0.0
2026-06-11,tier:T1,3,3,0.381,0.0,1.0,0.381,7,v2.0.0
2026-06-11,tier:T2,2,2,0.0,0.0,0.0,0.5,7,v2.0.0
2026-06-11,tier:T3,3,0,0.3333,0.0,1.0,,7,v2.0.0
2026-06-12,geo:EU,4,2,0.5,0.0,1.0,0.5,7,v2.0.0
2026-06-12,geo:US,8,5,0.5357,0.0,1.0,0.5714,7,v2.0.0
2026-06-12,global,10,5,0.3286,0.0,1.0,0.3714,7,v2.0.0
2026-06-12,tier:T1,3,3,0.4286,0.0,1.0,0.4286,7,v2.0.0
2026-06-12,tier:T2,2,2,0.0,0.0,0.0,0.2857,7,v2.0.0
2026-06-12,tier:T3,3,0,0.3333,0.0,1.0,,7,v2.0.0
2026-06-13,geo:EU,4,2,0.5,0.0,1.0,0.5,9,v2.0.0
2026-06-13,geo:US,8,5,0.5278,0.0,1.0,0.6444,9,v2.0.0
2026-06-13,global,9,5,0.358,0.0,1.0,0.4444,9,v2.0.0
2026-06-13,tier:T1,3,3,0.3704,0.0,1.0,0.3704,9,v2.0.0
2026-06-13,tier:T2,2,2,0.0556,0.0,0.1111,0.5556,9,v2.0.0
2026-06-13,tier:T3,2,0,0.5,0.0,1.0,,9,v2.0.0
2026-06-14,geo:EU,4,2,0.5312,0.0,1.0,0.5,8,v2.0.0
2026-06-14,geo:US,8,5,0.5156,0.0,1.0,0.45,8,v2.0.0
2026-06-14,global,9,5,0.3472,0.0,1.0,0.25,8,v2.0.0
2026-06-14,tier:T1,3,3,0.3333,0.0,1.0,0.3333,8,v2.0.0
2026-06-14,tier:T2,2,2,0.0625,0.0,0.125,0.125,8,v2.0.0
2026-06-14,tier:T3,2,0,0.5,0.0,1.0,,8,v2.0.0
2026-06-15,geo:EU,4,2,0.5,0.0,1.0,0.5,5,v2.0.0
2026-06-15,geo:US,9,6,0.5556,0.0,1.0,0.6333,5,v2.0.0
2026-06-15,global,10,6,0.4,0.0,1.0,0.4667,5,v2.0.0
2026-06-15,tier:T1,3,3,0.3333,0.0,1.0,0.3333,5,v2.0.0
2026-06-15,tier:T2,3,3,0.3333,0.0,1.0,0.6,5,v2.0.0
2026-06-15,tier:T3,2,0,0.5,0.0,1.0,,5,v2.0.0
2026-06-16,geo:EU,4,2,0.5,0.0,1.0,0.5,4,v2.0.0
2026-06-16,geo:US,9,6,0.5,0.0,1.0,0.5,4,v2.0.0
2026-06-16,global,10,6,0.35,0.0,1.0,0.3333,4,v2.0.0
2026-06-16,tier:T1,3,3,0.3333,0.0,1.0,0.3333,4,v2.0.0
2026-06-16,tier:T2,3,3,0.3333,0.0,1.0,0.3333,4,v2.0.0
2026-06-16,tier:T3,2,0,0.5,0.0,1.0,,4,v2.0.0
2026-06-17,geo:EU,4,2,0.5625,0.0,1.0,0.5,4,v2.0.0
2026-06-17,geo:US,9,6,0.5278,0.0,1.0,0.7083,4,v2.0.0
2026-06-17,global,10,6,0.375,0.0,1.0,0.5417,4,v2.0.0
2026-06-17,tier:T1,3,3,0.5,0.0,1.0,0.5,4,v2.0.0
2026-06-17,tier:T2,3,3,0.3333,0.0,1.0,0.5833,4,v2.0.0
2026-06-17,tier:T3,2,0,0.5,0.0,1.0,,4,v2.0.0
2026-06-18,geo:EU,4,2,0.5625,0.0,1.0,0.5,4,v2.0.0
2026-06-18,geo:US,9,6,0.5,0.0,1.0,0.625,4,v2.0.0
2026-06-18,global,10,6,0.35,0.0,1.0,0.4583,4,v2.0.0
2026-06-18,tier:T1,3,3,0.6667,0.0,1.0,0.6667,4,v2.0.0
2026-06-18,tier:T2,3,3,0.25,0.0,0.75,0.25,4,v2.0.0
2026-06-18,tier:T3,2,0,0.25,0.0,0.5,,4,v2.0.0
2026-06-19,geo:EU,4,2,0.5,0.0,1.0,0.5,5,v2.0.0
2026-06-19,geo:US,9,6,0.3778,0.0,1.0,0.5333,5,v2.0.0
2026-06-19,global,10,6,0.24,0.0,1.0,0.3667,5,v2.0.0
2026-06-19,tier:T1,3,3,0.4,0.0,1.0,0.4,5,v2.0.0
2026-06-19,tier:T2,3,3,0.3333,0.0,1.0,0.3333,5,v2.0.0
2026-06-19,tier:T3,2,0,0.1,0.0,0.2,,5,v2.0.0
2026-06-20,geo:EU,4,2,0.5,0.0,1.0,0.5,3,v2.0.0
2026-06-20,geo:US,9,6,0.3333,0.0,1.0,0.5,3,v2.0.0
2026-06-20,global,10,6,0.2,0.0,1.0,0.3333,3,v2.0.0
2026-06-20,tier:T1,3,3,0.3333,0.0,1.0,0.3333,3,v2.0.0
2026-06-20,tier:T2,3,3,0.3333,0.0,1.0,0.3333,3,v2.0.0
2026-06-20,tier:T3,2,0,0.0,0.0,0.0,,3,v2.0.0
2026-06-21,geo:EU,4,2,0.5,0.0,1.0,0.5,4,v2.0.0
2026-06-21,geo:US,9,6,0.3889,0.0,1.0,0.5833,4,v2.0.0
2026-06-21,global,10,6,0.25,0.0,1.0,0.4167,4,v2.0.0
2026-06-21,tier:T1,3,3,0.5,0.0,1.0,0.5,4,v2.0.0
2026-06-21,tier:T2,3,3,0.3333,0.0,1.0,0.3333,4,v2.0.0
2026-06-21,tier:T3,2,0,0.0,0.0,0.0,,4,v2.0.0
2026-06-22,geo:EU,3,2,0.6667,0.0,1.0,0.5,4,v2.0.0
2026-06-22,geo:US,9,6,0.4167,0.0,1.0,0.7083,4,v2.0.0
2026-06-22,global,10,6,0.275,0.0,1.0,0.5417,4,v2.0.0
2026-06-22,tier:T1,3,3,0.5,0.0,1.0,0.5,4,v2.0.0
2026-06-22,tier:T2,3,3,0.3333,0.0,1.0,0.5833,4,v2.0.0
2026-06-22,tier:T3,2,0,0.0,0.0,0.0,,4,v2.0.0
2026-06-23,geo:EU,4,2,0.5,0.0,1.0,0.5,4,v2.0.0
2026-06-23,geo:US,9,6,0.5833,0.0,1.0,0.75,4,v2.0.0
2026-06-23,global,10,6,0.425,0.0,1.0,0.5833,4,v2.0.0
2026-06-23,tier:T1,3,3,0.5833,0.0,1.0,0.5833,4,v2.0.0
2026-06-23,tier:T2,3,3,0.5,0.0,1.0,0.5833,4,v2.0.0
2026-06-23,tier:T3,2,0,0.0,0.0,0.0,,4,v2.0.0
2026-06-24,geo:EU,4,2,0.5,0.0,1.0,0.5,4,v2.0.0
2026-06-24,geo:US,9,6,0.5556,0.0,1.0,0.75,4,v2.0.0
2026-06-24,global,10,6,0.4,0.0,1.0,0.5833,4,v2.0.0
2026-06-24,tier:T1,3,3,0.6667,0.0,1.0,0.6667,4,v2.0.0
2026-06-24,tier:T2,3,3,0.3333,0.0,1.0,0.5,4,v2.0.0
2026-06-24,tier:T3,2,0,0.125,0.0,0.25,,4,v2.0.0
2026-06-25,geo:EU,4,2,0.5,0.0,1.0,0.5,4,v2.0.0
2026-06-25,geo:US,9,6,0.5,0.0,1.0,0.8333,4,v2.0.0
2026-06-25,global,11,6,0.3182,0.0,1.0,0.6667,4,v2.0.0
2026-06-25,tier:T1,3,3,0.6667,0.0,1.0,0.6667,4,v2.0.0
2026-06-25,tier:T2,3,3,0.3333,0.0,1.0,0.6667,4,v2.0.0
2026-06-25,tier:T3,3,0,0.0833,0.0,0.25,,4,v2.0.0
2026-06-26,geo:EU,4,2,0.5,0.0,1.0,0.5,4,v2.0.0
2026-06-26,geo:US,9,6,0.5278,0.0,1.0,0.7083,4,v2.0.0
2026-06-26,global,11,6,0.3409,0.0,1.0,0.5417,4,v2.0.0
2026-06-26,tier:T1,3,3,0.6667,0.0,1.0,0.6667,4,v2.0.0
2026-06-26,tier:T2,3,3,0.4167,0.0,1.0,0.4167,4,v2.0.0
2026-06-26,tier:T3,3,0,0.1667,0.0,0.5,,4,v2.0.0
2026-06-27,geo:EU,4,2,0.5,0.0,1.0,0.5,4,v2.0.0
2026-06-27,geo:US,9,6,0.4167,0.0,1.0,0.625,4,v2.0.0
2026-06-27,global,11,6,0.25,0.0,1.0,0.4583,4,v2.0.0
2026-06-27,tier:T1,3,3,0.5833,0.0,1.0,0.5833,4,v2.0.0
2026-06-27,tier:T2,3,3,0.3333,0.0,1.0,0.3333,4,v2.0.0
2026-06-27,tier:T3,3,0,0.0,0.0,0.0,,4,v2.0.0
2026-06-28,geo:EU,4,2,0.5,0.0,1.0,0.5,3,v2.0.0
2026-06-28,geo:US,9,6,0.5185,0.0,1.0,0.7778,3,v2.0.0
2026-06-28,global,11,6,0.3333,0.0,1.0,0.6111,3,v2.0.0
2026-06-28,tier:T1,3,3,0.5556,0.0,1.0,0.5556,3,v2.0.0
2026-06-28,tier:T2,3,3,0.3333,0.0,1.0,0.6667,3,v2.0.0
2026-06-28,tier:T3,3,0,0.3333,0.0,1.0,,3,v2.0.0
2026-06-29,geo:EU,4,2,0.5,0.0,1.0,0.5,4,v2.0.0
2026-06-29,geo:US,9,6,0.3333,0.0,1.0,0.5833,4,v2.0.0
2026-06-29,global,11,6,0.1818,0.0,1.0,0.4167,4,v2.0.0
2026-06-29,tier:T1,3,3,0.3333,0.0,1.0,0.3333,4,v2.0.0
2026-06-29,tier:T2,3,3,0.3333,0.0,1.0,0.5,4,v2.0.0
2026-06-29,tier:T3,3,0,0.0,0.0,0.0,,4,v2.0.0
2026-06-30,geo:EU,4,2,0.5,0.0,1.0,0.5,4,v2.0.0
2026-06-30,geo:US,9,6,0.4167,0.0,1.0,0.7083,4,v2.0.0
2026-06-30,global,11,6,0.25,0.0,1.0,0.5417,4,v2.0.0
2026-06-30,tier:T1,3,3,0.5833,0.0,1.0,0.5833,4,v2.0.0
2026-06-30,tier:T2,3,3,0.3333,0.0,1.0,0.5,4,v2.0.0
2026-06-30,tier:T3,3,0,0.0,0.0,0.0,,4,v2.0.0
2026-07-01,geo:EU,4,2,0.5,0.0,1.0,0.5,5,v2.0.0
2026-07-01,geo:US,9,6,0.4444,0.0,1.0,0.8,5,v2.0.0
2026-07-01,global,11,6,0.2727,0.0,1.0,0.6333,5,v2.0.0
2026-07-01,tier:T1,3,3,0.6667,0.0,1.0,0.6667,5,v2.0.0
2026-07-01,tier:T2,3,3,0.3333,0.0,1.0,0.6,5,v2.0.0
2026-07-01,tier:T3,3,0,0.0,0.0,0.0,,5,v2.0.0
2026-07-02,geo:EU,4,2,0.5,0.0,1.0,0.5,4,v2.0.0
2026-07-02,geo:US,9,6,0.4167,0.0,1.0,0.7917,4,v2.0.0
2026-07-02,global,11,6,0.25,0.0,1.0,0.625,4,v2.0.0
2026-07-02,tier:T1,3,3,0.5833,0.0,1.0,0.5833,4,v2.0.0
2026-07-02,tier:T2,3,3,0.3333,0.0,1.0,0.6667,4,v2.0.0
2026-07-02,tier:T3,3,0,0.0,0.0,0.0,,4,v2.0.0
