as_of_date,cycle_hour,chip_slug,n_sources,n_count_sources,idle_gpus_observable,gpuw_pct_source_equal,methodology_version
2026-07-03,2026-07-03T16:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-03,2026-07-03T19:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-03,2026-07-03T22:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-03,2026-07-04T03:00:00+00:00,h200-sxm,3,0,,0.0,v2.0.0
2026-07-03,2026-07-04T04:00:00+00:00,h200-sxm,4,2,20,0.7885,v2.0.0
2026-07-04,2026-07-04T08:00:00+00:00,h200-sxm,6,2,20,0.359,v2.0.0
2026-07-04,2026-07-04T10:00:00+00:00,h200-sxm,1,0,,0.0,v2.0.0
2026-07-04,2026-07-04T11:00:00+00:00,h200-sxm,6,2,20,0.5256,v2.0.0
2026-07-04,2026-07-04T13:00:00+00:00,h200-sxm,6,2,12,0.1923,v2.0.0
2026-07-04,2026-07-04T16:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-04,2026-07-04T19:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-04,2026-07-04T22:00:00+00:00,h200-sxm,6,2,20,0.359,v2.0.0
2026-07-04,2026-07-05T04:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-05,2026-07-05T09:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-05,2026-07-05T14:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-05,2026-07-05T16:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-05,2026-07-05T19:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-05,2026-07-05T22:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-05,2026-07-06T04:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-06,2026-07-06T10:00:00+00:00,h200-sxm,1,0,,0.0,v2.0.0
2026-07-06,2026-07-06T11:00:00+00:00,h200-sxm,6,2,20,0.5256,v2.0.0
2026-07-06,2026-07-06T15:00:00+00:00,h200-sxm,6,2,18,0.359,v2.0.0
2026-07-06,2026-07-06T16:00:00+00:00,h200-sxm,1,0,,1.0,v2.0.0
2026-07-06,2026-07-06T20:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-06,2026-07-06T22:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-06,2026-07-07T04:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-07,2026-07-07T09:00:00+00:00,h200-sxm,2,0,,0.0,v2.0.0
2026-07-07,2026-07-07T10:00:00+00:00,h200-sxm,5,2,20,0.6308,v2.0.0
2026-07-07,2026-07-07T15:00:00+00:00,h200-sxm,6,1,12,0.359,v2.0.0
2026-07-07,2026-07-07T17:00:00+00:00,h200-sxm,5,1,12,0.2308,v2.0.0
2026-07-07,2026-07-07T20:00:00+00:00,h200-sxm,6,1,12,0.359,v2.0.0
2026-07-07,2026-07-07T22:00:00+00:00,h200-sxm,6,1,12,0.359,v2.0.0
2026-07-07,2026-07-08T03:00:00+00:00,h200-sxm,6,1,12,0.359,v2.0.0
2026-07-08,2026-07-08T08:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-08,2026-07-08T11:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-08,2026-07-08T14:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-08,2026-07-08T16:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-08,2026-07-08T19:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-08,2026-07-08T22:00:00+00:00,h200-sxm,6,1,8,0.3462,v2.0.0
2026-07-08,2026-07-09T04:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-09,2026-07-09T10:00:00+00:00,h200-sxm,7,2,8,0.2967,v2.0.0
2026-07-09,2026-07-09T15:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-09,2026-07-09T20:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-09,2026-07-09T22:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-09,2026-07-10T04:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.0.0
2026-07-10,2026-07-10T09:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-10,2026-07-10T14:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-10,2026-07-10T17:00:00+00:00,h200-sxm,7,2,8,0.2967,v2.0.0
2026-07-10,2026-07-10T19:00:00+00:00,h200-sxm,7,2,8,0.2967,v2.0.0
2026-07-10,2026-07-10T22:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-10,2026-07-11T03:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-11,2026-07-11T08:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-11,2026-07-11T10:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-11,2026-07-11T13:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-11,2026-07-11T16:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-11,2026-07-11T19:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-11,2026-07-11T22:00:00+00:00,h200-sxm,7,2,8,0.2967,v2.0.0
2026-07-11,2026-07-12T03:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-12,2026-07-12T08:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-12,2026-07-12T10:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-12,2026-07-12T13:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-12,2026-07-12T16:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-12,2026-07-12T19:00:00+00:00,h200-sxm,7,2,8,0.2967,v2.0.0
2026-07-12,2026-07-12T22:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-12,2026-07-13T03:00:00+00:00,h200-sxm,6,2,12,0.1923,v2.0.0
2026-07-12,2026-07-13T04:00:00+00:00,h200-sxm,1,0,,1.0,v2.0.0
2026-07-13,2026-07-13T09:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-13,2026-07-13T15:00:00+00:00,h200-sxm,7,2,8,0.2967,v2.0.0
2026-07-13,2026-07-13T17:00:00+00:00,h200-sxm,7,2,16,0.4396,v2.0.0
2026-07-13,2026-07-13T19:00:00+00:00,h200-sxm,7,2,8,0.2967,v2.0.0
2026-07-13,2026-07-13T22:00:00+00:00,h200-sxm,7,2,8,0.2967,v2.0.0
2026-07-13,2026-07-14T03:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-14,2026-07-14T08:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-14,2026-07-14T10:00:00+00:00,h200-sxm,6,2,8,0.1795,v2.0.0
2026-07-14,2026-07-14T11:00:00+00:00,h200-sxm,1,0,,1.0,v2.0.0
2026-07-14,2026-07-14T14:00:00+00:00,h200-sxm,7,2,12,0.3148,v2.0.0
2026-07-14,2026-07-14T16:00:00+00:00,h200-sxm,6,2,12,0.1923,v2.0.0
2026-07-14,2026-07-14T19:00:00+00:00,h200-sxm,6,2,8,0.1962,v2.0.0
2026-07-14,2026-07-14T22:00:00+00:00,h200-sxm,6,2,12,0.209,v2.0.0
2026-07-14,2026-07-15T03:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.0.0
2026-07-15,2026-07-15T08:00:00+00:00,h200-sxm,7,3,12,0.3148,v2.2.0
2026-07-15,2026-07-15T11:00:00+00:00,h200-sxm,6,2,12,0.1923,v2.2.0
2026-07-15,2026-07-15T14:00:00+00:00,h200-sxm,7,2,12,0.3148,v2.2.0
2026-07-15,2026-07-15T16:00:00+00:00,h200-sxm,6,2,8,0.1795,v2.2.0
2026-07-15,2026-07-15T19:00:00+00:00,h200-sxm,7,2,8,0.2967,v2.2.0
2026-07-15,2026-07-15T22:00:00+00:00,h200-sxm,6,2,12,0.1923,v2.2.0
2026-07-15,2026-07-16T03:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.2.0
2026-07-16,2026-07-16T08:00:00+00:00,h200-sxm,6,2,8,0.1795,v2.2.0
2026-07-16,2026-07-16T11:00:00+00:00,h200-sxm,6,2,12,0.1923,v2.2.0
2026-07-16,2026-07-16T14:00:00+00:00,h200-sxm,6,2,8,0.1878,v2.2.0
2026-07-16,2026-07-16T16:00:00+00:00,h200-sxm,7,2,16,0.4396,v2.2.0
2026-07-16,2026-07-16T19:00:00+00:00,h200-sxm,7,2,16,0.4396,v2.2.0
2026-07-16,2026-07-16T22:00:00+00:00,h200-sxm,6,2,20,0.359,v2.2.0
2026-07-16,2026-07-17T03:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.2.0
2026-07-17,2026-07-17T08:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-17,2026-07-17T10:00:00+00:00,h200-sxm,6,2,12,0.1923,v2.2.0
2026-07-17,2026-07-17T11:00:00+00:00,h200-sxm,1,0,,1.0,v2.2.0
2026-07-17,2026-07-17T13:00:00+00:00,h200-sxm,1,0,,0.0,v2.2.0
2026-07-17,2026-07-17T14:00:00+00:00,h200-sxm,6,2,12,0.359,v2.2.0
2026-07-17,2026-07-17T16:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-17,2026-07-17T19:00:00+00:00,h200-sxm,6,2,12,0.1923,v2.2.0
2026-07-17,2026-07-17T22:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-17,2026-07-18T03:00:00+00:00,h200-sxm,6,2,12,0.1923,v2.2.0
2026-07-18,2026-07-18T08:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-18,2026-07-18T10:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-18,2026-07-18T13:00:00+00:00,h200-sxm,7,2,8,0.2967,v2.2.0
2026-07-18,2026-07-18T16:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-18,2026-07-18T19:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-18,2026-07-18T22:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-18,2026-07-19T03:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.2.0
2026-07-19,2026-07-19T08:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-19,2026-07-19T10:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-19,2026-07-19T13:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.2.0
2026-07-19,2026-07-19T16:00:00+00:00,h200-sxm,7,3,12,0.3077,v2.2.0
2026-07-19,2026-07-19T19:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.2.0
2026-07-19,2026-07-19T22:00:00+00:00,h200-sxm,7,2,20,0.4505,v2.2.0
2026-07-19,2026-07-20T03:00:00+00:00,h200-sxm,1,0,,0.0,v2.2.0
2026-07-19,2026-07-20T04:00:00+00:00,h200-sxm,6,2,12,0.359,v2.2.0
2026-07-20,2026-07-20T09:00:00+00:00,h200-sxm,7,2,8,0.2967,v2.2.0
2026-07-20,2026-07-20T14:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-20,2026-07-20T16:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-20,2026-07-20T19:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-20,2026-07-20T22:00:00+00:00,h200-sxm,7,2,8,0.2967,v2.2.0
2026-07-20,2026-07-21T03:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-21,2026-07-21T08:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-21,2026-07-21T11:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-21,2026-07-21T14:00:00+00:00,h200-sxm,7,2,11,0.3077,v2.2.0
2026-07-21,2026-07-21T16:00:00+00:00,h200-sxm,7,2,8,0.2967,v2.2.0
2026-07-21,2026-07-21T19:00:00+00:00,h200-sxm,7,2,11,0.3077,v2.2.0
2026-07-21,2026-07-21T22:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-21,2026-07-22T03:00:00+00:00,h200-sxm,7,2,12,0.3077,v2.2.0
2026-07-22,2026-07-22T08:00:00+00:00,h200-sxm,6,2,12,0.1923,v2.2.0
