as_of_date,cycle,chip_slug,utilization,total_gpus,idle_gpus,n_machines,n_machines_fully_rented,n_machines_idle_ge_8,methodology_version
2026-05-22,2026-05-22-1400,h200-sxm,0.9172,290,24,45,36,1,v2.0.0
2026-05-22,2026-05-22-1800,h200-sxm,0.9359,281,18,43,39,2,v2.0.0
2026-05-23,2026-05-23-0600,h200-sxm,0.8851,296,34,44,36,3,v2.0.0
2026-05-23,2026-05-23-1000,h200-sxm,0.9155,296,25,44,38,2,v2.0.0
2026-05-23,2026-05-23-1400,h200-sxm,0.8399,281,45,43,31,4,v2.0.0
2026-05-23,2026-05-23-1800,h200-sxm,0.8885,305,34,46,36,3,v2.0.0
2026-05-24,2026-05-24-0600,h200-sxm,0.8393,305,49,46,35,4,v2.0.0
2026-05-24,2026-05-24-1000,h200-sxm,0.8109,312,59,46,36,6,v2.0.0
2026-05-24,2026-05-24-1400,h200-sxm,0.8654,312,42,46,38,4,v2.0.0
2026-05-24,2026-05-24-1800,h200-sxm,0.7409,328,85,48,28,7,v2.0.0
2026-05-25,2026-05-25-1000,h200-sxm,0.8079,302,58,43,31,5,v2.0.0
2026-05-25,2026-05-25-1400,h200-sxm,0.8135,311,58,45,31,5,v2.0.0
2026-05-25,2026-05-25-1800,h200-sxm,0.8405,326,52,46,32,3,v2.0.0
2026-05-26,2026-05-26-1000,h200-sxm,0.7632,342,81,48,28,6,v2.0.0
2026-05-26,2026-05-26-1400,h200-sxm,0.7131,359,103,51,29,8,v2.0.0
2026-05-26,2026-05-26-1800,h200-sxm,0.8283,367,63,52,37,4,v2.0.0
2026-05-27,2026-05-27-1000,h200-sxm,0.8301,359,61,51,35,4,v2.0.0
2026-05-27,2026-05-27-1400,h200-sxm,0.8094,341,65,47,33,5,v2.0.0
2026-05-27,2026-05-27-1800,h200-sxm,0.8021,374,74,52,37,7,v2.0.0
2026-05-28,2026-05-28-1000,h200-sxm,0.8579,387,55,54,41,5,v2.0.0
2026-05-28,2026-05-28-1400,h200-sxm,0.8571,343,49,49,37,4,v2.0.0
2026-05-28,2026-05-28-1800,h200-sxm,0.9618,393,15,53,48,1,v2.0.0
2026-05-29,2026-05-29-1000,h200-sxm,0.9975,393,1,53,52,0,v2.0.0
2026-05-29,2026-05-29-1400,h200-sxm,0.9834,361,6,49,47,0,v2.0.0
2026-05-29,2026-05-29-1800,h200-sxm,0.9602,377,15,51,47,1,v2.0.0
2026-05-30,2026-05-30-0600,h200-sxm,0.9764,381,9,52,47,0,v2.0.0
2026-05-30,2026-05-30-1000,h200-sxm,0.9826,345,6,47,45,0,v2.0.0
2026-05-30,2026-05-30-1400,h200-sxm,0.9644,365,13,50,45,0,v2.0.0
2026-05-30,2026-05-30-1800,h200-sxm,0.9804,306,6,43,41,0,v2.0.0
2026-05-31,2026-05-31-0600,h200-sxm,0.9277,346,25,48,44,3,v2.0.0
2026-05-31,2026-05-31-1000,h200-sxm,0.9682,346,11,48,45,1,v2.0.0
2026-05-31,2026-05-31-1400,h200-sxm,0.7795,322,71,45,26,6,v2.0.0
2026-05-31,2026-05-31-1800,h200-sxm,0.7629,350,83,49,30,7,v2.0.0
2026-06-01,2026-06-01-0600,h200-sxm,0.8817,338,40,47,37,3,v2.0.0
2026-06-01,2026-06-01-1000,h200-sxm,0.7303,330,89,46,31,9,v2.0.0
2026-06-01,2026-06-01-1400,h200-sxm,0.7688,346,80,48,32,8,v2.0.0
2026-06-01,2026-06-01-1800,h200-sxm,0.8095,378,72,52,36,6,v2.0.0
2026-06-02,2026-06-02-0600,h200-sxm,0.6186,354,135,49,21,11,v2.0.0
2026-06-02,2026-06-02-1000,h200-sxm,0.7723,382,87,53,33,8,v2.0.0
2026-06-02,2026-06-02-1400,h200-sxm,0.8324,358,60,50,32,4,v2.0.0
2026-06-02,2026-06-02-1800,h200-sxm,0.7231,372,103,53,31,9,v2.0.0
2026-06-03,2026-06-03-0600,h200-sxm,0.7582,368,89,53,34,8,v2.0.0
2026-06-03,2026-06-03-1000,h200-sxm,0.8956,364,38,52,43,4,v2.0.0
2026-06-03,2026-06-03-1400,h200-sxm,0.8333,372,62,53,39,6,v2.0.0
2026-06-03,2026-06-03-1800,h200-sxm,0.8278,395,68,55,41,6,v2.0.0
2026-06-04,2026-06-04-1000,h200-sxm,0.8772,399,49,56,45,4,v2.0.0
2026-06-04,2026-06-04-1400,h200-sxm,0.8081,370,71,55,37,6,v2.0.0
2026-06-04,2026-06-04-1800,h200-sxm,0.7284,394,107,58,34,8,v2.0.0
2026-06-05,2026-06-05-1000,h200-sxm,0.8259,379,66,57,42,6,v2.0.0
2026-06-05,2026-06-05-1400,h200-sxm,0.746,378,96,56,33,7,v2.0.0
2026-06-05,2026-06-05-1800,h200-sxm,0.761,364,87,52,29,6,v2.0.0
2026-06-06,2026-06-06-0600,h200-sxm,0.8022,364,72,52,34,5,v2.0.0
2026-06-06,2026-06-06-1000,h200-sxm,0.8035,341,67,50,33,4,v2.0.0
2026-06-06,2026-06-06-1400,h200-sxm,0.8083,360,69,51,33,5,v2.0.0
2026-06-06,2026-06-06-1800,h200-sxm,0.7064,344,101,49,22,8,v2.0.0
2026-06-07,2026-06-07-0600,h200-sxm,0.6829,391,124,54,22,9,v2.0.0
2026-06-07,2026-06-07-1000,h200-sxm,0.6312,385,142,55,25,12,v2.0.0
2026-06-07,2026-06-07-1400,h200-sxm,0.6489,376,132,53,23,12,v2.0.0
2026-06-07,2026-06-07-1800,h200-sxm,0.6989,352,106,50,22,8,v2.0.0
2026-06-08,2026-06-08-0600,h200-sxm,0.7183,387,109,54,28,8,v2.0.0
2026-06-08,2026-06-08-1000,h200-sxm,0.707,372,109,53,29,9,v2.0.0
2026-06-08,2026-06-08-1400,h200-sxm,0.6816,380,121,54,26,10,v2.0.0
2026-06-08,2026-06-08-1800,h200-sxm,0.6827,416,132,58,27,11,v2.0.0
2026-06-09,2026-06-09-1000,h200-sxm,0.6504,369,129,53,26,13,v2.0.0
2026-06-09,2026-06-09-1400,h200-sxm,0.5889,377,155,54,16,13,v2.0.0
2026-06-09,2026-06-09-1800,h200-sxm,0.6475,417,147,59,25,13,v2.0.0
2026-06-10,2026-06-10-1000,h200-sxm,0.6321,386,142,55,23,13,v2.0.0
2026-06-10,2026-06-10-1400,h200-sxm,0.6565,393,135,55,23,10,v2.0.0
2026-06-10,2026-06-10-1800,h200-sxm,0.6794,393,126,55,30,12,v2.0.0
2026-06-11,2026-06-11-0600,h200-sxm,0.6554,386,133,55,26,12,v2.0.0
2026-06-11,2026-06-11-1000,h200-sxm,0.6747,375,122,52,25,11,v2.0.0
2026-06-11,2026-06-11-1400,h200-sxm,0.5891,387,159,54,19,13,v2.0.0
2026-06-11,2026-06-11-1800,h200-sxm,0.6809,376,120,53,28,11,v2.0.0
2026-06-12,2026-06-12-1000,h200-sxm,0.6737,380,124,54,24,10,v2.0.0
2026-06-12,2026-06-12-1400,h200-sxm,0.7157,408,116,57,27,9,v2.0.0
2026-06-13,2026-06-13-0600,h200-sxm,0.6425,400,143,56,23,11,v2.0.0
2026-06-13,2026-06-13-1000,h200-sxm,0.6833,401,127,57,29,11,v2.0.0
2026-06-13,2026-06-13-1400,h200-sxm,0.6136,396,153,56,20,14,v2.0.0
2026-06-14,2026-06-14-0600,h200-sxm,0.6158,393,151,56,23,13,v2.0.0
2026-06-14,2026-06-14-1000,h200-sxm,0.6418,402,144,58,26,12,v2.0.0
2026-06-14,2026-06-14-1400,h200-sxm,0.6122,361,140,52,19,13,v2.0.0
2026-06-15,2026-06-15-0600,h200-sxm,0.6546,359,124,50,24,10,v2.0.0
2026-06-15,2026-06-15-1400,h200-sxm,0.875,24,3,3,1,0,v2.0.0
2026-06-16,2026-06-16-0600,h200-sxm,0.9583,24,1,3,2,0,v2.0.0
2026-06-16,2026-06-16-1400,h200-sxm,0.9091,22,2,3,2,0,v2.0.0
2026-06-17,2026-06-17-0600,h200-sxm,0.75,32,8,4,3,1,v2.0.0
2026-06-17,2026-06-17-1000,h200-sxm,1.0,16,0,2,2,0,v2.0.0
2026-06-17,2026-06-17-1400,h200-sxm,0.9375,16,1,2,1,0,v2.0.0
2026-06-18,2026-06-18-1000,h200-sxm,0.7138,318,91,44,26,9,v2.0.0
2026-06-18,2026-06-18-1400,h200-sxm,0.6677,319,106,46,22,9,v2.0.0
2026-06-19,2026-06-19-0600,h200-sxm,0.7405,289,75,43,22,4,v2.0.0
2026-06-19,2026-06-19-1000,h200-sxm,0.7993,294,59,44,27,5,v2.0.0
2026-06-19,2026-06-19-1400,h200-sxm,0.7636,275,65,42,26,5,v2.0.0
2026-06-19,2026-06-19-1800,h200-sxm,0.712,316,91,48,24,6,v2.0.0
2026-06-20,2026-06-20-0600,h200-sxm,0.7563,316,77,48,32,6,v2.0.0
2026-06-20,2026-06-20-1400,h200-sxm,0.8076,291,56,44,28,3,v2.0.0
2026-06-21,2026-06-21-0600,h200-sxm,0.8553,318,46,47,32,2,v2.0.0
2026-06-21,2026-06-21-1400,h200-sxm,0.8854,314,36,47,35,2,v2.0.0
2026-06-22,2026-06-22-0600,h200-sxm,0.7862,290,62,44,25,4,v2.0.0
2026-06-22,2026-06-22-1000,h200-sxm,0.763,308,73,48,33,6,v2.0.0
2026-06-22,2026-06-22-1400,h200-sxm,0.8173,323,59,49,32,4,v2.0.0
2026-06-26,2026-06-26-0600,h200-sxm,0.722,205,57,27,15,4,v2.0.0
2026-06-26,2026-06-26-1000,h200-sxm,0.7725,189,43,25,14,3,v2.0.0
2026-06-26,2026-06-26-1400,h200-sxm,0.7324,213,57,28,16,4,v2.0.0
2026-06-26,2026-06-26-1800,h200-sxm,0.7756,205,46,27,18,4,v2.0.0
2026-06-27,2026-06-27-0600,h200-sxm,0.7183,213,60,28,16,6,v2.0.0
2026-06-27,2026-06-27-1000,h200-sxm,0.7317,205,55,27,16,5,v2.0.0
2026-06-27,2026-06-27-1400,h200-sxm,0.7089,213,62,28,14,5,v2.0.0
2026-06-27,2026-06-27-1800,h200-sxm,0.8035,229,45,30,21,4,v2.0.0
2026-06-28,2026-06-28-0600,h200-sxm,0.6634,205,69,27,14,6,v2.0.0
2026-06-28,2026-06-28-1000,h200-sxm,0.7059,221,65,29,15,5,v2.0.0
2026-06-28,2026-06-28-1400,h200-sxm,0.6345,197,72,26,13,7,v2.0.0
2026-06-28,2026-06-28-1800,h200-sxm,0.6599,197,67,26,13,6,v2.0.0
2026-06-29,2026-06-29-0600,h200-sxm,0.7257,237,65,31,16,5,v2.0.0
2026-06-29,2026-06-29-1000,h200-sxm,0.7208,197,55,26,13,4,v2.0.0
2026-06-29,2026-06-29-1400,h200-sxm,0.7459,181,46,24,14,4,v2.0.0
2026-06-29,2026-06-29-1800,h200-sxm,0.7572,173,42,23,13,3,v2.0.0
2026-06-30,2026-06-30-0600,h200-sxm,1.0,141,0,19,19,0,v2.0.0
2026-06-30,2026-06-30-1000,h200-sxm,0.9699,133,4,18,17,0,v2.0.0
2026-06-30,2026-06-30-1400,h200-sxm,0.906,149,14,20,16,1,v2.0.0
2026-06-30,2026-06-30-1800,h200-sxm,1.0,149,0,20,20,0,v2.0.0
2026-07-01,2026-07-01-0600,h200-sxm,0.8873,213,24,28,21,1,v2.0.0
2026-07-01,2026-07-01-1000,h200-sxm,0.8169,213,39,28,21,4,v2.0.0
2026-07-01,2026-07-01-1400,h200-sxm,0.7887,213,45,28,19,4,v2.0.0
2026-07-01,2026-07-01-1800,h200-sxm,0.7692,221,51,29,19,4,v2.0.0
2026-07-02,2026-07-02-0600,h200-sxm,0.9061,213,20,28,24,2,v2.0.0
2026-07-02,2026-07-02-1000,h200-sxm,0.8592,213,30,28,20,2,v2.0.0
2026-07-02,2026-07-02-1400,h200-sxm,0.9005,221,22,29,20,1,v2.0.0
2026-07-02,2026-07-02-1800,h200-sxm,0.868,197,26,26,18,2,v2.0.0
2026-07-03,2026-07-03-0600,h200-sxm,0.9227,181,14,24,19,1,v2.0.0
2026-07-03,2026-07-03-1000,h200-sxm,0.8424,165,26,22,15,2,v2.0.0
2026-07-03,2026-07-03-1400,h200-sxm,0.8671,173,23,23,17,1,v2.0.0
2026-07-03,2026-07-03-1800,h200-sxm,0.8477,197,30,26,19,2,v2.0.0
2026-07-04,2026-07-04-0600,h200-sxm,0.8413,189,30,25,15,1,v2.0.0
2026-07-04,2026-07-04-1000,h200-sxm,0.8307,189,32,25,15,1,v2.0.0
2026-07-04,2026-07-04-1400,h200-sxm,0.815,173,32,23,16,3,v2.0.0
2026-07-04,2026-07-04-1800,h200-sxm,0.7672,189,44,25,14,3,v2.0.0
2026-07-05,2026-07-05-0600,h200-sxm,0.7707,157,36,21,13,3,v2.0.0
2026-07-05,2026-07-05-1000,h200-sxm,0.8153,157,29,21,13,1,v2.0.0
2026-07-05,2026-07-05-1400,h200-sxm,0.7459,181,46,24,17,5,v2.0.0
2026-07-05,2026-07-05-1800,h200-sxm,0.7212,165,46,22,12,3,v2.0.0
2026-07-06,2026-07-06-0600,h200-sxm,0.949,157,8,21,17,0,v2.0.0
2026-07-06,2026-07-06-1000,h200-sxm,0.8421,190,30,26,16,1,v2.0.0
2026-07-06,2026-07-06-1400,h200-sxm,0.8333,174,29,24,18,2,v2.0.0
2026-07-06,2026-07-06-1800,h200-sxm,0.8829,222,26,30,25,2,v2.0.0
2026-07-07,2026-07-07-0600,h200-sxm,0.9697,198,6,27,25,0,v2.0.0
2026-07-07,2026-07-07-1000,h200-sxm,0.9206,214,17,29,24,1,v2.0.0
2026-07-07,2026-07-07-1400,h200-sxm,0.9421,190,11,26,21,0,v2.0.0
2026-07-07,2026-07-07-1800,h200-sxm,0.7632,190,45,26,15,4,v2.0.0
2026-07-08,2026-07-08-0600,h200-sxm,0.9854,206,3,28,26,0,v2.0.0
2026-07-08,2026-07-08-1000,h200-sxm,0.9684,190,6,26,24,0,v2.0.0
2026-07-08,2026-07-08-1400,h200-sxm,0.8316,190,32,26,21,3,v2.0.0
2026-07-08,2026-07-08-1800,h200-sxm,0.8053,190,37,26,17,3,v2.0.0
2026-07-09,2026-07-09-0600,h200-sxm,1.0,158,0,22,22,0,v2.0.0
2026-07-09,2026-07-09-1000,h200-sxm,0.9578,166,7,23,19,0,v2.0.0
2026-07-09,2026-07-09-1400,h200-sxm,0.8989,178,18,24,19,1,v2.0.0
2026-07-09,2026-07-09-1800,h200-sxm,0.9247,186,14,25,21,1,v2.0.0
2026-07-10,2026-07-10-0600,h200-sxm,0.9882,169,2,22,21,0,v2.0.0
2026-07-10,2026-07-10-1000,h200-sxm,0.9378,193,12,25,21,0,v2.0.0
2026-07-10,2026-07-10-1400,h200-sxm,0.8983,177,18,23,18,1,v2.0.0
2026-07-10,2026-07-10-1800,h200-sxm,0.9774,177,4,23,20,0,v2.0.0
2026-07-11,2026-07-11-0600,h200-sxm,0.8622,225,31,29,19,1,v2.0.0
2026-07-11,2026-07-11-1000,h200-sxm,0.9243,185,14,24,19,1,v2.0.0
2026-07-11,2026-07-11-1400,h200-sxm,0.9568,185,8,24,22,0,v2.0.0
2026-07-11,2026-07-11-1800,h200-sxm,0.8955,201,21,26,20,1,v2.0.0
2026-07-12,2026-07-12-0600,h200-sxm,0.9043,209,20,27,22,2,v2.0.0
2026-07-12,2026-07-12-1000,h200-sxm,0.8216,213,38,28,19,3,v2.0.0
2026-07-12,2026-07-12-1400,h200-sxm,0.8507,221,33,29,20,2,v2.0.0
2026-07-12,2026-07-12-1800,h200-sxm,0.9202,213,17,28,24,1,v2.0.0
2026-07-13,2026-07-13-0600,h200-sxm,0.9108,213,19,28,23,1,v2.0.0
2026-07-13,2026-07-13-1000,h200-sxm,0.9259,189,14,25,21,1,v2.0.0
2026-07-13,2026-07-13-1400,h200-sxm,0.9892,185,2,24,22,0,v2.0.0
2026-07-13,2026-07-13-1800,h200-sxm,0.8122,229,43,30,18,3,v2.0.0
2026-07-14,2026-07-14-0600,h200-sxm,0.9812,213,4,28,27,0,v2.0.0
2026-07-14,2026-07-14-1000,h200-sxm,0.8826,213,25,28,22,2,v2.0.0
2026-07-14,2026-07-14-1400,h200-sxm,0.9367,237,15,31,26,1,v2.0.0
2026-07-14,2026-07-14-1800,h200-sxm,0.8384,229,37,30,22,3,v2.0.0
2026-07-15,2026-07-15-0600,h200-sxm,0.9415,205,12,27,22,0,v2.2.0
2026-07-15,2026-07-15-1000,h200-sxm,0.8883,197,22,26,22,2,v2.2.0
2026-07-15,2026-07-15-1400,h200-sxm,0.8643,221,30,29,23,2,v2.2.0
2026-07-15,2026-07-15-1800,h200-sxm,0.8873,213,24,28,22,2,v2.2.0
2026-07-16,2026-07-16-0600,h200-sxm,0.934,197,13,26,23,1,v2.2.0
2026-07-16,2026-07-16-1000,h200-sxm,0.8732,205,26,27,20,1,v2.2.0
2026-07-16,2026-07-16-1400,h200-sxm,0.9412,238,14,32,28,1,v2.2.0
2026-07-16,2026-07-16-1800,h200-sxm,0.8821,246,29,33,24,1,v2.2.0
2026-07-17,2026-07-17-0600,h200-sxm,0.875,200,25,29,22,2,v2.2.0
2026-07-17,2026-07-17-1000,h200-sxm,0.88,225,27,33,26,2,v2.2.0
2026-07-17,2026-07-17-1400,h200-sxm,0.9798,248,5,35,33,0,v2.2.0
2026-07-17,2026-07-17-1800,h200-sxm,0.8448,232,36,33,27,3,v2.2.0
2026-07-18,2026-07-18-0600,h200-sxm,0.9087,208,19,30,24,1,v2.2.0
2026-07-18,2026-07-18-1000,h200-sxm,0.875,240,30,34,26,2,v2.2.0
2026-07-18,2026-07-18-1400,h200-sxm,0.8878,205,23,27,20,0,v2.2.0
2026-07-18,2026-07-18-1800,h200-sxm,0.8829,205,24,27,22,2,v2.2.0
2026-07-19,2026-07-19-0600,h200-sxm,0.9039,229,22,30,24,1,v2.2.0
2026-07-19,2026-07-19-1000,h200-sxm,0.8829,205,24,27,23,2,v2.2.0
2026-07-19,2026-07-19-1400,h200-sxm,0.9437,213,12,28,24,0,v2.2.0
2026-07-19,2026-07-19-1800,h200-sxm,0.9075,173,16,23,18,0,v2.2.0
2026-07-20,2026-07-20-0600,h200-sxm,0.9539,217,10,28,23,0,v2.2.0
2026-07-20,2026-07-20-1000,h200-sxm,0.9896,193,2,25,24,0,v2.2.0
2026-07-20,2026-07-20-1400,h200-sxm,0.9353,201,13,26,23,1,v2.2.0
2026-07-20,2026-07-20-1800,h200-sxm,0.8657,201,27,26,19,2,v2.2.0
2026-07-21,2026-07-21-0600,h200-sxm,0.8894,217,24,28,24,2,v2.2.0
2026-07-21,2026-07-21-1000,h200-sxm,0.8733,221,28,29,22,2,v2.2.0
2026-07-21,2026-07-21-1400,h200-sxm,0.8912,193,21,25,20,2,v2.2.0
2026-07-21,2026-07-21-1800,h200-sxm,0.8238,193,34,25,16,2,v2.2.0
